ZIP,TERMINAL,SERVICEOUTBOUND,DAYSOUTBOUND,SERVICEINBOUND,DAYSINBOUND
71847,TX008,D,8,D,8
71851,TX008,D,8,D,8
71852,TX008,D,8,D,8
71853,TX008,D,4,D,4
71854,TX008,D,4,D,4
71855,TX008,D,8,D,8
71857,TX008,D,8,D,8
71858,TX008,D,8,D,8
71859,TX008,D,8,D,8
71860,TX008,D,8,D,8
71861,TX008,D,8,D,8
71862,TX008,D,8,D,8
71864,AR001,D,4,D,4
71865,TX008,D,4,D,4
71866,TX008,D,4,D,4
71901,AR001,D,4,D,4
71902,AR001,D,8,D,8
71903,AR001,D,8,D,8
71909,AR001,D,4,D,4
71910,AR001,D,8,D,8
71913,AR001,D,4,D,4
71914,AR001,D,8,D,8
71920,AR001,D,4,D,4
71921,AR001,D,4,D,4
71922,AR001,D,4,D,4
71923,AR001,D,4,D,4
71929,AR001,D,4,D,4
71932,AR001,D,4,D,4
71933,AR001,D,4,D,4
71935,AR001,D,4,D,4
71937,AR001,D,8,D,8
71940,AR001,D,4,D,4
71941,AR001,D,4,D,4
71942,AR001,D,4,D,4
71943,AR001,D,4,D,4
71944,AR001,D,8,D,8
71945,AR001,D,4,D,4
71949,AR001,D,4,D,4
71950,AR001,D,4,D,4
71952,AR001,D,4,D,4
71953,AR001,D,4,D,4
71956,AR001,D,4,D,4
71957,AR001,D,4,D,4
71958,AR001,D,4,D,4
71959,AR001,D,4,D,4
71960,AR001,D,4,D,4
71961,AR001,D,4,D,4
71962,AR001,D,4,D,4
71964,AR001,D,4,D,4
71965,AR001,D,4,D,4
71966,AR001,D,8,D,8
71968,AR001,D,4,D,4
71969,AR001,D,4,D,4
71970,AR001,D,4,D,4
71971,AR001,D,4,D,4
71972,AR001,D,8,D,8
71973,AR001,D,8,D,8
71998,AR001,D,4,D,4
71999,AR001,D,4,D,4
72001,AR001,D,4,D,4
72002,AR001,D,3,D,3
72003,AR001,D,4,D,4
72004,AR001,D,3,D,3
72005,AR001,D,4,D,4
72006,AR001,D,4,D,4
72007,AR001,D,3,D,3
72010,AR001,D,4,D,4
72011,AR001,D,3,D,3
72012,AR001,D,3,D,3
72013,AR001,D,4,D,4
72014,AR001,D,4,D,4
72015,AR001,D,3,D,3
72016,AR001,D,3,D,3
72017,AR001,D,4,D,4
72018,AR001,D,8,D,8
72019,AR001,D,3,D,3
72020,AR001,D,4,D,4
72021,AR001,D,4,D,4
72022,AR001,D,3,D,3
72023,AR001,D,3,D,3
72024,AR001,D,3,D,3
72025,AR001,D,4,D,4
72026,AR001,D,4,D,4
72027,AR001,D,4,D,4
72028,AR001,D,4,D,4
72029,AR001,D,4,D,4
72030,AR001,D,4,D,4
72031,AR001,D,4,D,4
72032,AR001,D,3,D,3
72033,AR001,D,8,D,8
72034,AR001,D,3,D,3
72035,AR001,D,3,D,3
72036,AR001,D,4,D,4
72037,AR001,D,3,D,3
72038,AR001,D,4,D,4
72039,AR001,D,4,D,4
72040,AR001,D,4,D,4
72041,AR001,D,3,D,3
72042,AR001,D,4,D,4
72043,AR001,D,4,D,4
72044,AR001,D,4,D,4
72045,AR001,D,3,D,3
72046,AR001,D,3,D,3
72047,AR001,D,3,D,3
72048,AR001,D,4,D,4
72051,AR001,D,4,D,4
72052,AR001,D,3,D,3
72053,AR001,D,3,D,3
72055,AR001,D,4,D,4
72057,AR001,D,4,D,4
72058,AR001,D,3,D,3
72059,AR001,D,4,D,4
72060,AR001,D,4,D,4
72061,AR001,D,3,D,3
72063,AR001,D,4,D,4
72064,AR001,D,3,D,3
72065,AR001,D,3,D,3
72066,AR001,D,3,D,3
72067,AR001,D,4,D,4
72068,AR001,D,3,D,3
72069,AR001,D,4,D,4
72070,AR001,D,3,D,3
72072,AR001,D,3,D,3
72073,AR001,D,4,D,4
72074,AR001,D,4,D,4
72075,AR001,D,4,D,4
72076,AR001,D,3,D,3
72078,AR001,D,3,D,3
72079,AR001,D,3,D,3
72080,AR001,D,4,D,4
72081,AR001,D,4,D,4
72082,AR001,D,4,D,4
72083,AR001,D,3,D,3
72084,AR001,D,4,D,4
72085,AR001,D,4,D,4
72086,AR001,D,3,D,3
72087,AR001,D,3,D,3
72088,AR001,D,4,D,4
72089,AR001,D,3,D,3
72099,AR001,D,3,D,3
72101,AR001,D,4,D,4
72102,AR001,D,3,D,3
72103,AR001,D,3,D,3
72104,AR001,D,3,D,3
72105,AR001,D,4,D,4
72106,AR001,D,3,D,3
72107,AR001,D,3,D,3
72108,AR001,D,4,D,4
72110,AR001,D,4,D,4
72111,AR001,D,3,D,3
72112,AR001,D,4,D,4
72113,AR001,D,3,D,3
72114,AR001,D,3,D,3
72115,AR001,D,8,D,8
72116,AR001,D,3,D,3
72117,AR001,D,3,D,3
72118,AR001,D,3,D,3
72119,AR001,D,8,D,8
72120,AR001,D,3,D,3
72121,AR001,D,4,D,4
72122,AR001,D,3,D,3
72123,AR001,D,4,D,4
72124,AR001,D,8,D,8
72125,AR001,D,4,D,4
72126,AR001,D,4,D,4
72127,AR001,D,3,D,3
72128,AR001,D,3,D,3
72129,AR001,D,3,D,3
72130,AR001,D,4,D,4
72131,AR001,D,4,D,4
72132,AR001,D,3,D,3
72133,AR001,D,4,D,4
72134,AR001,D,4,D,4
72135,AR001,D,3,D,3
72136,AR001,D,3,D,3
72137,AR001,D,3,D,3
72139,AR001,D,4,D,4
72140,AR001,D,4,D,4
72141,AR001,D,4,D,4
72142,AR001,D,3,D,3
72143,AR001,D,4,D,4
72145,AR001,D,8,D,8
72149,AR001,D,4,D,4
72150,AR001,D,3,D,3
72152,AR001,D,3,D,3
72153,AR001,D,4,D,4
72156,AR001,D,4,D,4
72157,AR001,D,4,D,4
72158,AR001,D,3,D,3
72160,AR001,D,3,D,3
72164,AR001,D,3,D,3
72165,AR001,D,4,D,4
72166,AR001,D,4,D,4
72167,AR001,D,3,D,3
72168,AR001,D,3,D,3
72169,AR001,D,4,D,4
72170,AR001,D,4,D,4
72173,AR001,D,3,D,3
72175,AR001,D,3,D,3
72176,AR001,D,3,D,3
72178,AR001,D,4,D,4
72179,AR001,D,4,D,4
72180,AR001,D,3,D,3
72181,AR001,D,3,D,3
72182,AR001,D,3,D,3
72183,AR001,D,3,D,3
72190,AR001,D,8,D,8
72199,AR001,D,3,D,3
72201,AR001,D,3,D,3
72202,AR001,D,3,D,3
72203,AR001,D,8,D,8
72204,AR001,D,3,D,3
72205,AR001,D,3,D,3
72206,AR001,D,3,D,3
72207,AR001,D,3,D,3
72209,AR001,D,3,D,3
72210,AR001,D,3,D,3
72211,AR001,D,3,D,3
72212,AR001,D,3,D,3
72214,AR001,D,8,D,8
72215,AR001,D,8,D,8
72216,AR001,D,8,D,8
72217,AR001,D,8,D,8
72219,AR001,D,8,D,8
72221,AR001,D,3,D,3
72222,AR001,D,8,D,8
72223,AR001,D,3,D,3
72225,AR001,D,8,D,8
72227,AR001,D,3,D,3
72231,AR001,D,3,D,3
72255,AR001,D,3,D,3
72260,AR001,D,8,D,8
72295,AR001,D,8,D,8
72301,TN014,D,3,D,3
72303,TN014,D,8,D,8
72310,TN014,D,4,D,4
72311,TN014,D,4,D,4
72312,AR001,D,4,D,4
72313,AR001,D,8,D,8
72315,TN014,D,4,D,4
72316,TN014,D,8,D,8
72319,TN014,D,8,D,8
72320,TN014,D,4,D,4
72321,TN014,D,4,D,4
72322,TN014,D,4,D,4
72324,TN014,D,4,D,4
72325,TN014,D,3,D,3
72326,TN014,D,4,D,4
72327,TN014,D,3,D,3
72328,TN014,D,4,D,4
72329,TN014,D,4,D,4
72330,TN014,D,4,D,4
72331,TN014,D,3,D,3
72332,TN014,D,3,D,3
72333,TN014,D,4,D,4
72335,TN014,D,4,D,4
72336,AR001,D,8,D,8
72338,TN014,D,3,D,3
72339,TN014,D,3,D,3
72340,TN014,D,4,D,4
72341,TN014,D,4,D,4
72342,TN014,D,4,D,4
72346,TN014,D,3,D,3
72347,TN014,D,4,D,4
72348,TN014,D,3,D,3
72350,TN014,D,3,D,3
72351,TN014,D,4,D,4
72352,AR001,D,4,D,4
72353,TN014,D,4,D,4
72354,TN014,D,3,D,3
72355,TN014,D,4,D,4
72358,TN014,D,4,D,4
72359,TN014,D,4,D,4
72360,TN014,D,4,D,4
72364,TN014,D,3,D,3
72365,TN014,D,3,D,3
72366,TN014,D,4,D,4
72367,TN014,D,4,D,4
72368,TN014,D,4,D,4
72369,AR001,D,4,D,4
72370,TN014,D,4,D,4
72372,TN014,D,4,D,4
72373,TN014,D,3,D,3
72374,TN014,D,4,D,4
72376,TN014,D,3,D,3
72377,TN014,D,4,D,4
72379,TN014,D,4,D,4
72383,TN014,D,4,D,4
72384,TN014,D,3,D,3
72386,TN014,D,3,D,3
72387,AR001,D,4,D,4
72389,TN014,D,4,D,4
72390,TN014,D,4,D,4
72391,AR001,D,8,D,8
72392,TN014,D,4,D,4
72394,TN014,D,3,D,3
72395,TN014,D,4,D,4
72396,TN014,D,4,D,4
72401,AR001,D,4,D,4
72402,AR001,D,8,D,8
72403,AR001,D,8,D,8
72404,AR001,D,4,D,4
72410,AR001,D,4,D,4
72411,AR001,D,4,D,4
72412,AR001,D,8,D,8
72413,AR001,D,8,D,8
72414,AR001,D,4,D,4
72415,AR001,D,4,D,4
72416,AR001,D,4,D,4
72417,AR001,D,4,D,4
72419,AR001,D,8,D,8
72421,AR001,D,4,D,4
72422,AR001,D,8,D,8
72424,AR001,D,8,D,8
72425,AR001,D,4,D,4
72426,TN014,D,4,D,4
72427,AR001,D,4,D,4
72428,AR001,D,8,D,8
72429,AR001,D,4,D,4
72430,AR001,D,8,D,8
72431,AR001,D,4,D,4
72432,AR001,D,4,D,4
72433,AR001,D,4,D,4
72434,AR001,D,8,D,8
72435,AR001,D,8,D,8
72436,AR001,D,8,D,8
72437,AR001,D,4,D,4
72438,AR001,D,8,D,8
72440,AR001,D,4,D,4
72441,AR001,D,8,D,8
72442,AR001,D,8,D,8
72443,AR001,D,8,D,8
72444,AR001,D,8,D,8
72445,AR001,D,4,D,4
72447,AR001,D,8,D,8
72449,AR001,D,4,D,4
72450,AR001,D,4,D,4
72451,AR001,D,8,D,8
72453,AR001,D,8,D,8
72454,AR001,D,8,D,8
72455,AR001,D,4,D,4
72456,AR001,D,8,D,8
72457,AR001,D,4,D,4
72458,AR001,D,4,D,4
72459,AR001,D,8,D,8
72460,AR001,D,8,D,8
72461,AR001,D,8,D,8
72462,AR001,D,8,D,8
72464,AR001,D,8,D,8
72465,AR001,D,4,D,4
72466,AR001,D,8,D,8
72467,AR001,D,4,D,4
72469,AR001,D,4,D,4
72470,AR001,D,8,D,8
72471,AR001,D,4,D,4
72472,AR001,D,4,D,4
72473,AR001,D,4,D,4
72474,AR001,D,8,D,8
72475,AR001,D,4,D,4
72476,AR001,D,4,D,4
72478,AR001,D,8,D,8
72479,AR001,D,4,D,4
72482,AR001,D,8,D,8
72501,AR001,D,4,D,4
72503,AR001,D,8,D,8
72512,AR001,D,4,D,4
72513,AR001,D,4,D,4
72515,AR001,D,8,D,8
72517,AR001,D,4,D,4
72519,AR001,D,8,D,8
72520,AR001,D,8,D,8
72521,AR001,D,4,D,4
72522,AR001,D,4,D,4
72523,AR001,D,4,D,4
72524,AR001,D,4,D,4
72525,AR001,D,8,D,8
72526,AR001,D,4,D,4
72527,AR001,D,4,D,4
72528,AR001,D,8,D,8
72529,AR001,D,4,D,4
72530,AR001,D,4,D,4
72531,AR001,D,8,D,8
72532,AR001,D,4,D,4
72533,AR001,D,4,D,4
72534,AR001,D,4,D,4
72536,AR001,D,4,D,4
72537,AR001,D,8,D,8
72538,AR001,D,8,D,8
72539,AR001,D,4,D,4
72540,AR001,D,4,D,4
72542,AR001,D,4,D,4
72543,AR001,D,4,D,4
72544,AR001,D,8,D,8
72545,AR001,D,4,D,4
72546,AR001,D,4,D,4
72550,AR001,D,4,D,4
72553,AR001,D,4,D,4
72554,AR001,D,8,D,8
72555,AR001,D,4,D,4
72556,AR001,D,4,D,4
72560,AR001,D,4,D,4
72561,AR001,D,4,D,4
72562,AR001,D,4,D,4
72564,AR001,D,4,D,4
72565,AR001,D,4,D,4
72566,AR001,D,8,D,8
72567,AR001,D,4,D,4
72568,AR001,D,4,D,4
72569,AR001,D,4,D,4
72571,AR001,D,4,D,4
72572,AR001,D,4,D,4
72573,AR001,D,4,D,4
72575,AR001,D,4,D,4
72576,AR001,D,4,D,4
72577,AR001,D,4,D,4
72578,AR001,D,8,D,8
72579,AR001,D,4,D,4
72581,AR001,D,4,D,4
72583,AR001,D,8,D,8
72584,AR001,D,4,D,4
72585,AR001,D,8,D,8
72587,AR001,D,4,D,4
72601,AR001,D,4,D,4
72602,AR001,D,8,D,8
72611,AR001,D,8,D,8
72613,AR001,D,8,D,8
72615,AR001,D,4,D,4
72616,AR001,D,8,D,8
72617,AR001,D,4,D,4
72619,AR001,D,8,D,8
72623,AR001,D,8,D,8
72624,AR001,D,8,D,8
72626,AR001,D,8,D,8
72628,AR001,D,4,D,4
72629,AR001,D,4,D,4
72630,AR001,D,8,D,8
72631,AR001,D,8,D,8
72632,AR001,D,8,D,8
72633,AR001,D,4,D,4
72634,AR001,D,8,D,8
72635,AR001,D,8,D,8
72636,AR001,D,4,D,4
72638,AR001,D,8,D,8
72639,AR001,D,4,D,4
72640,AR001,D,4,D,4
72641,AR001,D,4,D,4
72642,AR001,D,8,D,8
72644,AR001,D,8,D,8
72645,AR001,D,4,D,4
72648,AR001,D,4,D,4
72650,AR001,D,4,D,4
72651,AR001,D,8,D,8
72653,AR001,D,8,D,8
72654,AR001,D,8,D,8
72655,AR001,D,4,D,4
72657,AR001,D,4,D,4
72658,AR001,D,4,D,4
72659,AR001,D,4,D,4
72660,AR001,D,8,D,8
72661,AR001,D,8,D,8
72662,AR001,D,8,D,8
72663,AR001,D,4,D,4
72666,AR001,D,8,D,8
72668,AR001,D,8,D,8
72669,AR001,D,4,D,4
72670,AR001,D,8,D,8
72672,AR001,D,4,D,4
72675,AR001,D,4,D,4
72677,AR001,D,4,D,4
72679,AR001,D,4,D,4
72680,AR001,D,4,D,4
72682,AR001,D,4,D,4
72683,AR001,D,4,D,4
72685,AR001,D,4,D,4
72686,AR001,D,4,D,4
72687,AR001,D,4,D,4
72701,AR001,D,8,D,8
72702,AR001,D,8,D,8
72703,AR001,D,8,D,8
72704,AR001,D,8,D,8
72711,AR001,D,8,D,8
72712,AR001,D,8,D,8
72714,AR001,D,8,D,8
72715,AR001,D,8,D,8
72716,AR001,D,8,D,8
72717,AR001,D,8,D,8
72718,AR001,D,8,D,8
72719,AR001,D,8,D,8
72721,AR001,D,4,D,4
72722,AR001,D,8,D,8
72727,AR001,D,8,D,8
72728,AR001,D,8,D,8
72729,AR001,D,8,D,8
72730,AR001,D,8,D,8
72732,AR001,D,8,D,8
72733,AR001,D,8,D,8
72734,AR001,D,8,D,8
72735,AR001,D,8,D,8
72736,AR001,D,8,D,8
72737,AR001,D,8,D,8
72738,AR001,D,8,D,8
72739,AR001,D,8,D,8
72740,AR001,D,8,D,8
72741,AR001,D,8,D,8
72742,AR001,D,8,D,8
72744,AR001,D,8,D,8
72745,AR001,D,8,D,8
72747,AR001,D,8,D,8
72749,AR001,D,8,D,8
72751,AR001,D,8,D,8
72752,AR001,D,4,D,4
72753,AR001,D,8,D,8
72756,AR001,D,8,D,8
72757,AR001,D,8,D,8
72758,AR001,D,8,D,8
72760,AR001,D,4,D,4
72761,AR001,D,8,D,8
72762,AR001,D,8,D,8
72764,AR001,D,8,D,8
72765,AR001,D,8,D,8
72766,AR001,D,8,D,8
72768,AR001,D,8,D,8
72769,AR001,D,8,D,8
72770,AR001,D,8,D,8
72773,AR001,D,8,D,8
72774,AR001,D,8,D,8
72776,AR001,D,8,D,8
72801,AR001,D,4,D,4
72802,AR001,D,4,D,4
72811,AR001,D,8,D,8
72812,AR001,D,8,D,8
72820,AR001,D,4,D,4
72821,AR001,D,4,D,4
72823,AR001,D,4,D,4
72824,AR001,D,4,D,4
72826,AR001,D,4,D,4
72827,AR001,D,4,D,4
72828,AR001,D,4,D,4
72829,AR001,D,4,D,4
72830,AR001,D,4,D,4
72832,AR001,D,4,D,4
72833,AR001,D,4,D,4
72834,AR001,D,4,D,4
72835,AR001,D,4,D,4
72837,AR001,D,4,D,4
72838,AR001,D,4,D,4
72839,AR001,D,4,D,4
72840,AR001,D,4,D,4
72841,AR001,D,4,D,4
72842,AR001,D,4,D,4
72843,AR001,D,4,D,4
72845,AR001,D,4,D,4
72846,AR001,D,4,D,4
72847,AR001,D,4,D,4
72851,AR001,D,4,D,4
72852,AR001,D,4,D,4
72853,AR001,D,4,D,4
72854,AR001,D,4,D,4
72855,AR001,D,4,D,4
72856,AR001,D,4,D,4
72857,AR001,D,4,D,4
72858,AR001,D,4,D,4
72860,AR001,D,4,D,4
72863,AR001,D,4,D,4
72865,AR001,D,4,D,4
72901,AR001,D,8,D,8
72902,AR001,D,8,D,8
72903,AR001,D,8,D,8
72904,AR001,D,8,D,8
72905,AR001,D,8,D,8
72906,AR001,D,8,D,8
72908,AR001,D,8,D,8
72913,AR001,D,8,D,8
72914,AR001,D,8,D,8
72916,AR001,D,8,D,8
72917,AR001,D,8,D,8
72918,AR001,D,8,D,8
72919,AR001,D,8,D,8
72921,AR001,D,4,D,4
72923,AR001,D,8,D,8
72926,AR001,D,4,D,4
72927,AR001,D,4,D,4
72928,AR001,D,4,D,4
72930,AR001,D,4,D,4
72932,AR001,D,8,D,8
72933,AR001,D,4,D,4
72934,AR001,D,8,D,8
72935,AR001,D,4,D,4
72936,AR001,D,8,D,8
72937,AR001,D,8,D,8
72938,AR001,D,8,D,8
72940,AR001,D,8,D,8
72941,AR001,D,8,D,8
72943,AR001,D,4,D,4
72944,AR001,D,8,D,8
72945,AR001,D,8,D,8
72946,AR001,D,8,D,8
72947,AR001,D,4,D,4
72948,AR001,D,8,D,8
72949,AR001,D,4,D,4
72950,AR001,D,4,D,4
72951,AR001,D,4,D,4
72952,AR001,D,8,D,8
72955,AR001,D,8,D,8
72956,AR001,D,8,D,8
72957,AR001,D,8,D,8
72958,AR001,D,4,D,4
72959,AR001,D,8,D,8
73001,OK001,D,4,D,4
73002,OK001,D,3,D,3
73003,OK001,D,3,D,3
73004,OK001,D,3,D,3
73005,OK001,D,4,D,4
73006,OK001,D,4,D,4
73007,OK001,D,3,D,3
73008,OK001,D,3,D,3
73009,OK001,D,4,D,4
73010,OK001,D,3,D,3
73011,OK001,D,4,D,4
73012,OK001,D,3,D,3
73013,OK001,D,3,D,3
73014,OK001,D,3,D,3
73015,OK001,D,4,D,4
73016,OK001,D,3,D,3
73017,OK001,D,4,D,4
73018,OK001,D,3,D,3
73019,OK001,D,3,D,3
73020,OK001,D,3,D,3
73021,OK001,D,4,D,4
73022,OK001,D,3,D,3
73023,OK001,D,8,D,8
73024,OK001,D,4,D,4
73025,OK001,D,3,D,3
73026,OK001,D,3,D,3
73027,OK001,D,3,D,3
73028,OK001,D,3,D,3
73029,OK001,D,4,D,4
73030,OK001,D,4,D,4
73031,OK001,D,3,D,3
73032,OK001,D,4,D,4
73033,OK001,D,4,D,4
73034,OK001,D,3,D,3
73036,OK001,D,3,D,3
73038,OK001,D,4,D,4
73040,OK001,D,4,D,4
73041,OK001,D,4,D,4
73042,OK001,D,4,D,4
73043,OK001,D,4,D,4
73044,OK001,D,3,D,3
73045,OK001,D,3,D,3
73047,OK001,D,4,D,4
73048,OK001,D,4,D,4
73049,OK001,D,3,D,3
73050,OK001,D,3,D,3
73051,OK001,D,3,D,3
73052,OK001,D,4,D,4
73053,OK001,D,4,D,4
73054,OK001,D,3,D,3
73055,OK001,D,4,D,4
73056,OK001,D,4,D,4
73057,OK001,D,3,D,3
73058,OK001,D,3,D,3
73059,OK001,D,3,D,3
73061,OK001,D,4,D,4
73062,OK001,D,4,D,4
73063,OK001,D,3,D,3
73064,OK001,D,3,D,3
73065,OK001,D,3,D,3
73066,OK001,D,3,D,3
73067,OK001,D,4,D,4
73068,OK001,D,3,D,3
73069,OK001,D,3,D,3
73070,OK001,D,8,D,8
73071,OK001,D,3,D,3
73072,OK001,D,3,D,3
73073,OK001,D,4,D,4
73074,OK001,D,3,D,3
73075,OK001,D,4,D,4
73077,OK001,D,4,D,4
73078,OK001,D,3,D,3
73079,OK001,D,4,D,4
73080,OK001,D,3,D,3
73082,OK001,D,4,D,4
73083,OK001,D,3,D,3
73084,OK001,D,3,D,3
73085,OK001,D,3,D,3
73086,OK001,D,4,D,4
73089,OK001,D,3,D,3
73090,OK001,D,3,D,3
73092,OK001,D,4,D,4
73093,OK001,D,3,D,3
73095,OK001,D,3,D,3
73096,OK001,D,4,D,4
73097,OK001,D,3,D,3
73098,OK001,D,4,D,4
73099,OK001,D,3,D,3
73101,OK001,D,8,D,8
73102,OK001,D,3,D,3
73103,OK001,D,3,D,3
73104,OK001,D,3,D,3
73105,OK001,D,3,D,3
73106,OK001,D,3,D,3
73107,OK001,D,3,D,3
73108,OK001,D,3,D,3
73109,OK001,D,3,D,3
73110,OK001,D,3,D,3
73111,OK001,D,3,D,3
73112,OK001,D,3,D,3
73113,OK001,D,8,D,8
73114,OK001,D,3,D,3
73115,OK001,D,3,D,3
73116,OK001,D,3,D,3
73117,OK001,D,3,D,3
73118,OK001,D,3,D,3
73119,OK001,D,3,D,3
73120,OK001,D,3,D,3
73121,OK001,D,3,D,3
73122,OK001,D,3,D,3
73123,OK001,D,8,D,8
73124,OK001,D,8,D,8
73125,OK001,D,8,D,8
73126,OK001,D,8,D,8
73127,OK001,D,3,D,3
73128,OK001,D,3,D,3
73129,OK001,D,3,D,3
73130,OK001,D,3,D,3
73131,OK001,D,3,D,3
73132,OK001,D,3,D,3
73134,OK001,D,3,D,3
73135,OK001,D,3,D,3
73136,OK001,D,8,D,8
73137,OK001,D,8,D,8
73139,OK001,D,3,D,3
73140,OK001,D,8,D,8
73141,OK001,D,3,D,3
73142,OK001,D,3,D,3
73143,OK001,D,8,D,8
73144,OK001,D,8,D,8
73145,OK001,D,3,D,3
73146,OK001,D,8,D,8
73147,OK001,D,8,D,8
73148,OK001,D,8,D,8
73149,OK001,D,3,D,3
73150,OK001,D,3,D,3
73151,OK001,D,3,D,3
73152,OK001,D,8,D,8
73153,OK001,D,8,D,8
73154,OK001,D,8,D,8
73155,OK001,D,8,D,8
73156,OK001,D,8,D,8
73157,OK001,D,8,D,8
73159,OK001,D,3,D,3
73160,OK001,D,3,D,3
73162,OK001,D,3,D,3
73163,OK001,D,3,D,3
73165,OK001,D,3,D,3
73167,OK001,D,3,D,3
73169,OK001,D,3,D,3
73170,OK001,D,3,D,3
73172,OK001,D,8,D,8
73173,OK001,D,3,D,3
73179,OK001,D,3,D,3
73184,OK001,D,3,D,3
73189,OK001,D,8,D,8
73190,OK001,D,3,D,3
73194,OK001,D,3,D,3
73195,OK001,D,3,D,3
73196,OK001,D,3,D,3
73301,TX002,D,3,D,3
73344,TX002,D,3,D,3
73401,OK001,D,4,D,4
73402,OK001,D,8,D,8
73403,OK001,D,8,D,8
73425,OK001,D,4,D,4
73430,OK001,D,4,D,4
73432,OK001,D,4,D,4
73433,OK001,D,4,D,4
73434,OK001,D,4,D,4
73435,OK001,D,4,D,4
73436,OK001,D,4,D,4
73437,OK001,D,4,D,4
73438,OK001,D,4,D,4
73439,OK001,D,4,D,4
73440,OK001,D,4,D,4
73441,OK001,D,4,D,4
73442,OK001,D,4,D,4
73443,OK001,D,4,D,4
73444,OK001,D,4,D,4
73446,OK001,D,4,D,4
73447,OK001,D,4,D,4
73448,OK001,D,4,D,4
73449,OK001,D,4,D,4
73450,OK001,D,4,D,4
73453,OK001,D,4,D,4
73455,OK001,D,4,D,4
73456,OK001,D,4,D,4
73458,OK001,D,4,D,4
73459,OK001,D,4,D,4
73460,OK001,D,4,D,4
73461,OK001,D,4,D,4
73463,OK001,D,4,D,4
73481,OK001,D,4,D,4
73487,OK001,D,4,D,4
73488,OK001,D,4,D,4
73491,OK001,D,4,D,4
73501,OK001,D,4,D,4
73502,OK001,D,8,D,8
73503,OK001,D,4,D,4
73505,OK001,D,4,D,4
73506,OK001,D,8,D,8
73507,OK001,D,4,D,4
73520,OK001,D,4,D,4
73521,OK001,D,4,D,4
73522,OK001,D,8,D,8
73523,OK001,D,4,D,4
73526,OK001,D,4,D,4
73527,OK001,D,4,D,4
73528,OK001,D,4,D,4
73529,OK001,D,4,D,4
73530,OK001,D,4,D,4
73531,OK001,D,4,D,4
73532,OK001,D,8,D,8
73533,OK001,D,4,D,4
73534,OK001,D,8,D,8
73536,OK001,D,4,D,4
73537,OK001,D,8,D,8
73538,OK001,D,4,D,4
73539,OK001,D,4,D,4
73540,OK001,D,4,D,4
73541,OK001,D,4,D,4
73542,OK001,D,4,D,4
73543,OK001,D,4,D,4
73544,OK001,D,8,D,8
73546,OK001,D,4,D,4
73547,OK001,D,4,D,4
73548,OK001,D,4,D,4
73549,OK001,D,4,D,4
73550,OK001,D,8,D,8
73551,OK001,D,4,D,4
73552,OK001,D,4,D,4
73553,OK001,D,4,D,4
73554,OK001,D,8,D,8
73555,OK001,D,4,D,4
73556,OK001,D,4,D,4
73557,OK001,D,4,D,4
73558,OK001,D,4,D,4
73559,OK001,D,4,D,4
73560,OK001,D,4,D,4
73561,OK001,D,4,D,4
73562,OK001,D,4,D,4
73564,OK001,D,4,D,4
73565,OK001,D,4,D,4
73566,OK001,D,4,D,4
73567,OK001,D,4,D,4
73568,OK001,D,4,D,4
73569,OK001,D,4,D,4
73570,OK001,D,4,D,4
73571,OK001,D,8,D,8
73572,OK001,D,4,D,4
73573,OK001,D,4,D,4
73601,OK001,D,4,D,4
73620,OK001,D,4,D,4
73622,OK001,D,4,D,4
73624,OK001,D,4,D,4
73625,OK001,D,4,D,4
73626,OK001,D,4,D,4
73627,OK001,D,4,D,4
73628,OK001,D,4,D,4
73632,OK001,D,4,D,4
73638,OK001,D,8,D,8
73639,OK001,D,4,D,4
73641,OK001,D,4,D,4
73642,OK001,D,8,D,8
73644,OK001,D,4,D,4
73645,OK001,D,4,D,4
73646,OK001,D,4,D,4
73647,OK001,D,4,D,4
73648,OK001,D,8,D,8
73650,OK001,D,4,D,4
73651,OK001,D,4,D,4
73654,OK001,D,4,D,4
73655,OK001,D,4,D,4
73658,OK001,D,4,D,4
73659,OK001,D,4,D,4
73660,OK001,D,8,D,8
73661,OK001,D,4,D,4
73662,OK001,D,4,D,4
73663,OK001,D,4,D,4
73664,OK001,D,4,D,4
73666,OK001,D,4,D,4
73667,OK001,D,4,D,4
73668,OK001,D,8,D,8
73669,OK001,D,4,D,4
73673,OK001,D,4,D,4
73701,OK001,D,4,D,4
73702,OK001,D,4,D,4
73703,OK001,D,4,D,4
73705,OK001,D,4,D,4
73716,OK001,D,4,D,4
73717,OK001,D,8,D,8
73718,OK001,D,4,D,4
73719,OK001,D,8,D,8
73720,OK001,D,4,D,4
73722,OK001,D,8,D,8
73724,OK001,D,4,D,4
73726,OK001,D,4,D,4
73727,OK001,D,4,D,4
73728,OK001,D,4,D,4
73729,OK001,D,4,D,4
73730,OK001,D,4,D,4
73731,OK001,D,4,D,4
73733,OK001,D,4,D,4
73734,OK001,D,4,D,4
73735,OK001,D,4,D,4
73736,OK001,D,4,D,4
73737,OK001,D,4,D,4
73738,OK001,D,4,D,4
73739,OK001,D,4,D,4
73741,OK001,D,4,D,4
73742,OK001,D,4,D,4
73743,OK001,D,4,D,4
73744,OK001,D,4,D,4
73746,OK001,D,4,D,4
73747,OK001,D,4,D,4
73749,OK001,D,4,D,4
73750,OK001,D,3,D,3
73753,OK001,D,4,D,4
73754,OK001,D,4,D,4
73755,OK001,D,4,D,4
