LOWZIP,HIGHZIP,TERMINAL,SERV_IN,SERV_OUT,DAYS_IN,DAYS_OUT
56153,56158,MN001,D,8,8,D
56159,56160,MN001,D,4,4,D
56161,56161,MN001,D,8,8,D
56162,56162,MN001,D,4,4,D
56164,56165,MN001,D,8,8,D
56166,56166,MN001,D,4,4,D
56167,56175,MN001,D,8,8,D
56176,56176,MN001,D,4,4,D
56177,56178,MN001,D,8,8,D
56180,56180,MN001,D,4,4,D
56181,56187,MN001,D,8,8,D
56201,56201,MN001,D,4,4,D
56207,56208,MN001,D,8,8,D
56209,56209,MN001,D,4,4,D
56210,56212,MN001,D,8,8,D
56214,56218,MN001,D,4,4,D
56219,56221,MN001,D,8,8,D
56222,56224,MN001,D,4,4,D
56225,56225,MN001,D,8,8,D
56226,56226,MN001,D,4,4,D
56227,56227,MN001,D,8,8,D
56228,56231,MN001,D,4,4,D
56232,56236,MN001,D,8,8,D
56237,56237,MN001,D,4,4,D
56239,56240,MN001,D,8,8,D
56241,56243,MN001,D,4,4,D
56244,56244,MN001,D,8,8,D
56245,56245,MN001,D,4,4,D
56248,56249,MN001,D,8,8,D
56251,56255,MN001,D,4,4,D
56256,56258,MN001,D,8,8,D
56260,56260,MN001,D,4,4,D
56262,56262,MN001,D,8,8,D
56263,56263,MN001,D,4,4,D
56264,56264,MN001,D,8,8,D
56265,56266,MN001,D,4,4,D
56267,56267,MN001,D,8,8,D
56270,56273,MN001,D,4,4,D
56274,56276,MN001,D,8,8,D
56277,56277,MN001,D,4,4,D
56278,56278,MN001,D,8,8,D
56279,56279,MN001,D,4,4,D
56280,56280,MN001,D,8,8,D
56281,56289,MN001,D,4,4,D
56291,56291,MN001,D,8,8,D
56292,56295,MN001,D,4,4,D
56296,56296,MN001,D,8,8,D
56297,56301,MN001,D,4,4,D
56302,56302,MN001,D,8,8,D
56303,56308,MN001,D,4,4,D
56309,56309,MN001,D,8,8,D
56310,56310,MN001,D,4,4,D
56311,56311,MN001,D,8,8,D
56312,56314,MN001,D,4,4,D
56315,56315,MN001,D,8,8,D
56316,56318,MN001,D,4,4,D
56319,56319,MN001,D,8,8,D
56320,56321,MN001,D,4,4,D
56323,56324,MN001,D,8,8,D
56325,56325,MN001,D,4,4,D
56326,56327,MN001,D,8,8,D
56328,56331,MN001,D,4,4,D
56332,56332,MN001,D,8,8,D
56333,56338,MN001,D,4,4,D
56339,56339,MN001,D,8,8,D
56340,56340,MN001,D,4,4,D
56341,56341,MN001,D,8,8,D
56342,56342,MN001,D,4,4,D
56343,56343,MN001,D,8,8,D
56344,56347,MN001,D,4,4,D
56349,56349,MN001,D,8,8,D
56350,56353,MN001,D,4,4,D
56354,56354,MN001,D,8,8,D
56355,56360,MN001,D,4,4,D
56361,56361,MN001,D,8,8,D
56362,56379,MN001,D,4,4,D
56381,56381,MN001,D,8,8,D
56382,56396,MN001,D,4,4,D
56398,56398,MN001,D,8,8,D
56399,56425,MN001,D,4,4,D
56430,56430,MN001,D,8,8,D
56431,56431,MN001,D,4,4,D
56433,56437,MN001,D,8,8,D
56438,56438,MN001,D,4,4,D
56440,56440,MN001,D,8,8,D
56441,56441,MN001,D,4,4,D
56442,56442,MN001,D,8,8,D
56443,56444,MN001,D,4,4,D
56446,56448,MN001,D,8,8,D
56449,56450,MN001,D,4,4,D
56452,56453,MN001,D,8,8,D
56455,56455,MN001,D,4,4,D
56456,56465,MN001,D,8,8,D
56466,56466,MN001,D,4,4,D
56467,56474,MN001,D,8,8,D
56475,56475,MN001,D,4,4,D
56477,58856,MN001,D,8,8,D
59001,59001,MT001,D,4,4,D
59002,59002,MT001,D,3,3,D
59003,59004,MT001,D,4,4,D
59006,59006,MT001,D,3,3,D
59007,59011,MT001,D,4,4,D
59012,59012,MT001,D,8,8,D
59013,59015,MT001,D,3,3,D
59016,59018,MT001,D,4,4,D
59019,59019,MT001,D,3,3,D
59020,59025,MT001,D,4,4,D
59026,59026,MT001,D,3,3,D
59027,59028,MT001,D,4,4,D
59029,59029,MT001,D,3,3,D
59030,59030,MT001,D,8,8,D
59031,59033,MT001,D,4,4,D
59034,59034,MT001,D,3,3,D
59035,59036,MT001,D,4,4,D
59037,59037,MT001,D,3,3,D
59038,59039,MT001,D,4,4,D
59041,59041,MT001,D,3,3,D
59043,59043,MT001,D,4,4,D
59044,59044,MT001,D,3,3,D
59046,59055,MT001,D,4,4,D
59057,59057,MT001,D,3,3,D
59058,59058,MT001,D,8,8,D
59059,59061,MT001,D,4,4,D
59062,59062,MT001,D,8,8,D
59063,59064,MT001,D,3,3,D
59065,59069,MT001,D,4,4,D
59070,59070,MT001,D,3,3,D
59071,59072,MT001,D,4,4,D
59073,59073,MT001,D,8,8,D
59074,59076,MT001,D,4,4,D
59077,59077,MT001,D,8,8,D
59078,59078,MT001,D,4,4,D
59079,59079,MT001,D,3,3,D
59081,59087,MT001,D,4,4,D
59088,59088,MT001,D,3,3,D
59089,59089,MT001,D,4,4,D
59101,59102,MT001,D,3,3,D
59103,59104,MT001,D,8,8,D
59105,59106,MT001,D,3,3,D
59107,59108,MT001,D,8,8,D
59111,59116,MT001,D,3,3,D
59201,59276,MT001,D,8,8,D
59301,59301,MT001,D,4,4,D
59311,59318,MT001,D,8,8,D
59319,59319,MN001,D,8,8,D
59322,59322,MT001,D,8,8,D
59323,59323,MT001,D,4,4,D
59324,59326,MT001,D,8,8,D
59327,59327,MT001,D,4,4,D
59330,59332,MT001,D,8,8,D
59333,59333,MT001,D,4,4,D
59336,59345,MT001,D,8,8,D
59347,59347,MT001,D,4,4,D
59349,59354,MT001,D,8,8,D
59401,59403,MT002,D,8,8,D
59404,59404,MT002,D,4,4,D
59405,59406,MT002,D,8,8,D
59410,59410,MT002,D,4,4,D
59411,59417,MT002,D,8,8,D
59418,59418,MT001,D,4,4,D
59419,59419,MT002,D,8,8,D
59420,59420,MT001,D,8,8,D
59421,59421,MT002,D,4,4,D
59422,59422,MT002,D,8,8,D
59424,59424,MT001,D,8,8,D
59425,59427,MT002,D,8,8,D
59430,59430,MT001,D,8,8,D
59432,59440,MT002,D,8,8,D
59441,59441,MT001,D,4,4,D
59442,59442,MT001,D,8,8,D
59443,59443,MT002,D,4,4,D
59444,59444,MT002,D,8,8,D
59446,59446,MT001,D,8,8,D
59447,59450,MT002,D,8,8,D
59451,59453,MT001,D,4,4,D
59454,59456,MT002,D,8,8,D
59457,59457,MT001,D,4,4,D
59460,59460,MT001,D,8,8,D
59461,59461,MT002,D,8,8,D
59462,59462,MT001,D,4,4,D
59463,59463,MT002,D,8,8,D
59464,59464,MT001,D,4,4,D
59465,59469,MT002,D,8,8,D
59471,59471,MT001,D,4,4,D
59472,59474,MT002,D,8,8,D
59477,59477,MT002,D,4,4,D
59479,59479,MT001,D,8,8,D
59480,59484,MT002,D,8,8,D
59485,59485,MT002,D,4,4,D
59486,59487,MT002,D,8,8,D
59489,59544,MT001,D,8,8,D
59545,59545,MT002,D,8,8,D
59546,59547,MT001,D,8,8,D
59601,59602,MT002,D,4,4,D
59604,59620,MT002,D,8,8,D
59623,59623,MT002,D,4,4,D
59624,59624,MT002,D,8,8,D
59625,59626,MT002,D,4,4,D
59631,59632,MT002,D,3,3,D
59633,59636,MT002,D,4,4,D
59638,59638,MT002,D,3,3,D
59639,59648,MT002,D,4,4,D
59701,59702,MT002,D,3,3,D
59703,59703,MT002,D,8,8,D
59707,59707,MT002,D,3,3,D
59710,59710,MT002,D,4,4,D
59711,59711,MT002,D,3,3,D
59713,59713,MT002,D,4,4,D
59714,59714,MT001,D,8,8,D
59715,59715,MT001,D,4,4,D
59716,59716,MT001,D,8,8,D
59717,59717,MT002,D,4,4,D
59718,59718,MT001,D,4,4,D
59719,59719,MT002,D,8,8,D
59720,59720,MT002,D,4,4,D
59721,59722,MT002,D,3,3,D
59724,59725,MT002,D,4,4,D
59727,59727,MT002,D,3,3,D
59728,59729,MT002,D,4,4,D
59730,59730,MT001,D,8,8,D
59731,59731,MT002,D,4,4,D
59732,59732,MT002,D,3,3,D
59733,59733,MT002,D,4,4,D
59735,59735,MT002,D,3,3,D
59736,59739,MT002,D,4,4,D
59740,59740,MT002,D,8,8,D
59741,59741,MT001,D,8,8,D
59743,59743,MT002,D,3,3,D
59745,59745,MT001,D,8,8,D
59746,59747,MT002,D,4,4,D
59748,59748,MT002,D,3,3,D
59749,59749,MT002,D,4,4,D
59750,59751,MT002,D,3,3,D
59752,59752,MT001,D,8,8,D
59754,59755,MT002,D,4,4,D
59756,59756,MT002,D,3,3,D
59758,59758,MT001,D,8,8,D
59759,59759,MT002,D,3,3,D
59760,59761,MT002,D,4,4,D
59762,59762,MT002,D,3,3,D
59771,59772,MT002,D,8,8,D
59801,59804,MT002,D,4,4,D
59806,59807,MT002,D,8,8,D
59808,59823,MT002,D,4,4,D
59824,59824,MT002,D,8,8,D
59825,59825,MT002,D,4,4,D
59826,59826,MT002,D,8,8,D
59827,59827,MT002,D,4,4,D
59828,59828,MT002,D,8,8,D
59829,59829,MT002,D,4,4,D
59830,59831,MT002,D,8,8,D
59832,59834,MT002,D,4,4,D
59835,59835,MT002,D,8,8,D
59837,59837,MT002,D,4,4,D
59840,59842,MT002,D,8,8,D
59843,59843,MT002,D,4,4,D
59844,59845,MT002,D,8,8,D
59846,59847,MT002,D,4,4,D
59848,59848,MT002,D,8,8,D
59851,59851,MT002,D,4,4,D
59853,59853,MT002,D,8,8,D
59854,59854,MT002,D,4,4,D
59855,59856,MT002,D,8,8,D
59858,59858,MT002,D,4,4,D
59859,59867,MT002,D,8,8,D
59868,59871,MT002,D,4,4,D
59872,59937,MT002,D,8,8,D
60001,60001,IL001,D,4,4,D
60002,60005,IL001,D,3,3,D
60006,60006,IL001,D,8,8,D
60007,60008,IL001,D,3,3,D
60009,60009,IL001,D,8,8,D
60010,60010,IL001,D,3,3,D
60011,60011,IL001,D,8,8,D
60012,60016,IL001,D,3,3,D
60017,60017,IL001,D,8,8,D
60018,60031,IL001,D,3,3,D
60033,60034,IL001,D,4,4,D
60035,60038,IL001,D,3,3,D
60039,60039,IL001,D,8,8,D
60040,60077,IL001,D,3,3,D
60078,60078,IL001,D,8,8,D
60079,60093,IL001,D,3,3,D
60094,60094,IL001,D,8,8,D
60095,60104,IL001,D,3,3,D
60106,60106,ORD,D,2,1,D
60107,60110,IL001,D,3,3,D
60111,60111,IL001,D,4,4,D
60112,60112,IL001,D,3,3,D
60113,60113,IL001,D,4,4,D
60115,60120,IL001,D,3,3,D
60121,60121,IL001,D,8,8,D
60122,60128,IL001,D,3,3,D
60129,60129,IL001,D,4,4,D
60130,60148,IL001,D,3,3,D
60150,60150,IL001,D,4,4,D
60151,60157,IL001,D,3,3,D
60159,60159,IL001,D,8,8,D
60160,60165,IL001,D,3,3,D
60168,60168,IL001,D,8,8,D
60169,60196,IL001,D,3,3,D
60197,60197,IL001,D,8,8,D
60199,60203,IL001,D,3,3,D
60204,60204,IL001,D,8,8,D
60208,60302,IL001,D,3,3,D
60303,60303,IL001,D,8,8,D
60304,60399,IL001,D,3,3,D
60401,60401,IL001,D,4,4,D
60402,60406,IL001,D,3,3,D
60407,60408,IL001,D,4,4,D
60409,60411,IL001,D,3,3,D
60412,60412,IL001,D,8,8,D
60415,60415,IL001,D,3,3,D
60416,60416,IL001,D,4,4,D
60417,60417,IL001,D,3,3,D
60418,60418,IL001,D,8,8,D
60419,60419,IL001,D,3,3,D
60420,60420,IL001,D,4,4,D
60421,60423,IL001,D,3,3,D
60424,60424,IL001,D,4,4,D
60425,60433,IL001,D,3,3,D
60434,60434,IL001,D,8,8,D
60435,60436,IL001,D,3,3,D
60437,60437,IL001,D,4,4,D
60438,60443,IL001,D,3,3,D
60444,60444,IL001,D,4,4,D
60445,60448,IL001,D,3,3,D
60449,60450,IL001,D,4,4,D
60451,60459,IL001,D,3,3,D
60460,60460,IL001,D,4,4,D
60461,60467,IL001,D,3,3,D
60468,60468,IL001,D,4,4,D
60469,60469,IL001,D,3,3,D
60470,60470,IL001,D,4,4,D
60471,60473,IL001,D,3,3,D
60474,60474,IL001,D,4,4,D
60475,60478,IL001,D,3,3,D
60479,60479,IL001,D,4,4,D
60480,60480,IL001,D,3,3,D
60481,60481,IL001,D,4,4,D
60482,60482,IL001,D,3,3,D
60484,60484,IL001,D,4,4,D
60487,60517,IL001,D,3,3,D
60518,60518,IL001,D,4,4,D
60519,60527,IL001,D,3,3,D
60530,60531,IL001,D,4,4,D
60532,60536,IL001,D,3,3,D
60537,60537,IL001,D,4,4,D
60538,60540,IL001,D,3,3,D
60541,60541,IL001,D,4,4,D
60542,60546,IL001,D,3,3,D
60548,60553,IL001,D,4,4,D
60554,60555,IL001,D,3,3,D
60556,60557,IL001,D,4,4,D
60558,60565,IL001,D,3,3,D
60566,60567,IL001,D,8,8,D
60568,60661,IL001,D,3,3,D
60664,60664,IL001,D,8,8,D
60666,60678,IL001,D,3,3,D
60680,60681,IL001,D,8,8,D
60682,60689,IL001,D,3,3,D
60690,60691,IL001,D,8,8,D
60693,60827,IL001,D,3,3,D
60901,61024,IL001,D,4,4,D
61025,61025,IL001,D,8,8,D
61027,61037,IL001,D,4,4,D
61038,61038,IL001,D,3,3,D
61039,61104,IL001,D,4,4,D
61105,61106,IL001,D,8,8,D
61107,61109,IL001,D,4,4,D
61110,61110,IL001,D,8,8,D
61111,61125,IL001,D,4,4,D
61126,61126,IL001,D,8,8,D
61130,61130,IL001,D,4,4,D
61131,61204,IL001,D,8,8,D
61230,61230,IL001,D,4,4,D
61231,61233,IL001,D,8,8,D
61234,61236,IL001,D,4,4,D
61237,61241,IL001,D,8,8,D
61242,61243,IL001,D,4,4,D
61244,61244,IL001,D,8,8,D
61250,61252,IL001,D,4,4,D
61254,61256,IL001,D,8,8,D
61257,61258,IL001,D,4,4,D
61259,61260,IL001,D,8,8,D
61261,61261,IL001,D,4,4,D
61262,61266,IL001,D,8,8,D
61270,61270,IL001,D,4,4,D
61272,61276,IL001,D,8,8,D
61277,61277,IL001,D,4,4,D
61278,61282,IL001,D,8,8,D
61283,61283,IL001,D,4,4,D
61284,61284,IL001,D,8,8,D
61285,61285,IL001,D,4,4,D
61299,61299,IL001,D,8,8,D
61301,61379,IL001,D,4,4,D
61401,61401,IL002,D,4,4,D
61402,61402,IL002,D,8,8,D
61410,61501,IL002,D,4,4,D
61516,61516,IL002,D,3,3,D
61517,61529,IL002,D,4,4,D
61530,61530,IL002,D,3,3,D
61531,61534,IL002,D,4,4,D
61535,61536,IL002,D,3,3,D
61537,61540,IL002,D,4,4,D
61541,61541,IL002,D,3,3,D
61542,61544,IL002,D,4,4,D
61545,61545,IL002,D,3,3,D
61546,61546,IL002,D,4,4,D
61547,61552,IL002,D,3,3,D
61553,61553,IL002,D,4,4,D
61554,61554,IL002,D,3,3,D
61555,61555,IL002,D,8,8,D
61558,61558,IL002,D,3,3,D
61559,61560,IL002,D,4,4,D
61561,61561,IL002,D,3,3,D
61562,61563,IL002,D,4,4,D
61564,61564,IL002,D,3,3,D
61565,61567,IL002,D,4,4,D
61568,61568,IL002,D,3,3,D
61569,61569,IL002,D,4,4,D
61570,61571,IL002,D,3,3,D
61572,61572,IL002,D,4,4,D
61601,61601,IL002,D,8,8,D
61602,61611,IL002,D,3,3,D
61612,61612,IL002,D,8,8,D
61613,61643,IL002,D,3,3,D
61650,61656,IL002,D,8,8,D
61701,61761,IL002,D,3,3,D
61764,61769,IL001,D,4,4,D
61770,61799,IL002,D,3,3,D
61801,61802,IL002,D,4,4,D
61803,61803,IL002,D,8,8,D
61810,61822,IL002,D,4,4,D
61824,61825,IL002,D,8,8,D
61826,61826,IL002,D,4,4,D
61830,61830,IL002,D,3,3,D
61831,61834,IL002,D,4,4,D
61839,61840,IL002,D,3,3,D
61841,61841,IL002,D,4,4,D
61842,61843,IL002,D,3,3,D
61844,61844,IL002,D,4,4,D
61845,61845,IL002,D,3,3,D
61846,61852,IL002,D,4,4,D
61853,61854,IL002,D,3,3,D
61855,61874,IL002,D,4,4,D
61875,61875,IL002,D,3,3,D
61876,61880,IL002,D,4,4,D
61882,61882,IL002,D,3,3,D
61883,61957,IL002,D,4,4,D
62001,62002,MO001,D,3,3,D
62006,62009,MO001,D,4,4,D
62010,62010,MO001,D,3,3,D
62011,62011,MO001,D,4,4,D
62012,62012,MO001,D,3,3,D
62013,62017,MO001,D,4,4,D
62018,62018,MO001,D,3,3,D
62019,62019,MO001,D,4,4,D
62021,62022,MO001,D,3,3,D
62023,62023,MO001,D,4,4,D
62024,62026,MO001,D,3,3,D
62027,62027,MO001,D,4,4,D
62028,62030,MO001,D,3,3,D
62031,62033,MO001,D,4,4,D
62034,62035,MO001,D,3,3,D
62036,62036,MO001,D,4,4,D
62037,62040,MO001,D,3,3,D
62044,62045,MO001,D,4,4,D
62046,62046,MO001,D,3,3,D
62047,62047,MO001,D,4,4,D
62048,62048,MO001,D,3,3,D
62049,62051,MO001,D,4,4,D
62052,62052,MO001,D,3,3,D
62053,62053,MO001,D,4,4,D
62054,62054,MO001,D,3,3,D
62056,62056,MO001,D,4,4,D
62058,62063,MO001,D,3,3,D
62065,62065,MO001,D,4,4,D
62067,62067,MO001,D,3,3,D
62069,62070,MO001,D,4,4,D
62071,62071,MO001,D,3,3,D
62074,62078,MO001,D,4,4,D
62079,62079,MO001,D,3,3,D
62080,62083,MO001,D,4,4,D
62084,62084,MO001,D,3,3,D
62085,62086,MO001,D,4,4,D
62087,62087,MO001,D,3,3,D
62088,62089,MO001,D,4,4,D
62090,62090,MO001,D,3,3,D
62091,62094,MO001,D,4,4,D
62095,62097,MO001,D,3,3,D
62098,62098,MO001,D,4,4,D
62201,62201,MO001,D,3,3,D
62202,62202,MO001,D,8,8,D
62203,62208,MO001,D,3,3,D
62214,62214,MO001,D,4,4,D
62215,62216,MO001,D,3,3,D
62217,62219,MO001,D,4,4,D
62220,62221,MO001,D,3,3,D
62222,62222,MO001,D,8,8,D
62223,62226,MO001,D,3,3,D
62230,62231,MO001,D,4,4,D
62232,62232,MO001,D,3,3,D
62233,62233,MO001,D,4,4,D
62234,62236,MO001,D,3,3,D
62237,62238,MO001,D,4,4,D
62239,62240,MO001,D,3,3,D
62241,62242,MO001,D,4,4,D
62243,62243,MO001,D,3,3,D
62244,62246,MO001,D,4,4,D
62247,62247,MO001,D,8,8,D
62248,62248,MO001,D,3,3,D
62249,62253,MO001,D,4,4,D
62254,62254,MO001,D,3,3,D
62255,62257,MO001,D,4,4,D
62258,62258,MO001,D,3,3,D
62259,62259,MO001,D,4,4,D
62260,62260,MO001,D,3,3,D
62261,62263,MO001,D,4,4,D
62264,62266,MO001,D,3,3,D
62268,62268,MO001,D,4,4,D
62269,62269,MO001,D,3,3,D
62271,62272,MO001,D,4,4,D
62273,62273,MO001,D,3,3,D
62274,62280,MO001,D,4,4,D
62281,62282,MO001,D,3,3,D
62284,62284,MO001,D,4,4,D
62285,62285,MO001,D,3,3,D
62286,62288,MO001,D,4,4,D
62289,62289,MO001,D,3,3,D
62292,62292,MO001,D,4,4,D
62293,62294,MO001,D,3,3,D
62295,62297,MO001,D,4,4,D
62298,62298,MO001,D,3,3,D
62301,62305,MO001,D,4,4,D
62306,62311,MO001,D,8,8,D
62312,62312,MO001,D,4,4,D
62313,62313,MO001,D,8,8,D
62314,62314,MO001,D,4,4,D
62316,62316,MO001,D,8,8,D
62319,62320,MO001,D,4,4,D
62321,62321,MO001,D,8,8,D
62323,62325,MO001,D,4,4,D
62326,62336,MO001,D,8,8,D
62338,62338,MO001,D,4,4,D
62339,62339,MO001,D,8,8,D
62340,62340,MO001,D,4,4,D
62341,62341,MO001,D,8,8,D
62343,62345,MO001,D,4,4,D
62346,62346,MO001,D,8,8,D
62347,62353,MO001,D,4,4,D
62354,62354,MO001,D,8,8,D
62355,62357,MO001,D,4,4,D
62358,62358,MO001,D,8,8,D
62359,62366,MO001,D,4,4,D
62367,62367,MO001,D,8,8,D
62370,62370,MO001,D,4,4,D
62373,62374,MO001,D,8,8,D
62375,62378,MO001,D,4,4,D
62379,62380,MO001,D,8,8,D
62401,62401,MO001,D,4,4,D
62410,62410,KY005,D,4,4,D
62411,62411,MO001,D,4,4,D
62413,62413,MO001,D,8,8,D
62414,62414,MO001,D,4,4,D
62417,62417,MO001,D,8,8,D
62418,62422,MO001,D,4,4,D
62423,62423,MO001,D,8,8,D
62424,62426,MO001,D,4,4,D
62427,62427,MO001,D,8,8,D
62428,62432,MO001,D,4,4,D
62433,62433,MO001,D,8,8,D
62434,62438,MO001,D,4,4,D
62439,62439,KY005,D,4,4,D
62440,62440,MO001,D,4,4,D
62441,62442,MO001,D,8,8,D
62443,62450,MO001,D,4,4,D
62451,62451,MO001,D,8,8,D
62452,62452,MO001,D,4,4,D
62454,62454,MO001,D,8,8,D
62458,62459,MO001,D,4,4,D
62460,62460,KY005,D,8,8,D
62461,62463,MO001,D,4,4,D
62464,62464,MO001,D,8,8,D
62465,62473,MO001,D,4,4,D
62474,62474,MO001,D,8,8,D
62475,62475,MO001,D,4,4,D
62476,62478,MO001,D,8,8,D
62479,62480,MO001,D,4,4,D
62481,62501,MO001,D,8,8,D
62510,62523,MO001,D,4,4,D
62524,62525,MO001,D,8,8,D
62526,62548,MO001,D,4,4,D
62549,62549,MO001,D,8,8,D
62550,62553,MO001,D,4,4,D
62554,62554,MO001,D,8,8,D
62555,62634,MO001,D,4,4,D
62635,62635,MO001,D,8,8,D
62638,62650,MO001,D,4,4,D
62651,62651,MO001,D,8,8,D
62655,62665,MO001,D,4,4,D
62666,62666,MO001,D,8,8,D
62667,62681,MO001,D,4,4,D
62682,62682,MO001,D,8,8,D
62683,62684,MO001,D,4,4,D
62685,62685,MO001,D,3,3,D
62688,62704,MO001,D,4,4,D
62705,62705,MO001,D,8,8,D
62706,62707,MO001,D,4,4,D
62708,62708,MO001,D,8,8,D
62711,62764,MO001,D,4,4,D
62765,62765,IL001,D,8,8,D
62766,62786,MO001,D,4,4,D
62791,62794,MO001,D,8,8,D
62796,62810,MO001,D,4,4,D
62811,62811,MO001,D,8,8,D
62812,62814,MO001,D,4,4,D
62815,62815,MO001,D,8,8,D
62816,62817,MO001,D,4,4,D
62818,62818,MO001,D,8,8,D
62819,62833,MO001,D,4,4,D
62834,62834,MO001,D,8,8,D
62835,62851,MO001,D,4,4,D
62852,62852,KY005,D,4,4,D
62853,62854,MO001,D,4,4,D
62855,62855,KY005,D,8,8,D
62856,62860,MO001,D,4,4,D
62861,62861,MO001,D,8,8,D
62862,62862,MO001,D,4,4,D
62863,62863,KY005,D,4,4,D
62864,62866,MO001,D,4,4,D
62867,62867,MO001,D,8,8,D
62868,62870,MO001,D,4,4,D
62871,62871,MO001,D,8,8,D
62872,62905,MO001,D,4,4,D
62906,62906,MO001,D,8,8,D
62907,62907,MO001,D,4,4,D
62908,62910,MO001,D,8,8,D
62912,62912,MO001,D,4,4,D
62914,62914,MO001,D,8,8,D
62915,62916,MO001,D,4,4,D
62917,62917,MO001,D,8,8,D
62918,62918,MO001,D,4,4,D
62919,62919,MO001,D,8,8,D
62920,62922,MO001,D,4,4,D
62923,62923,MO001,D,8,8,D
62924,62924,MO001,D,4,4,D
62926,62926,MO001,D,8,8,D
62927,62927,MO001,D,4,4,D
62928,62928,MO001,D,8,8,D
62930,62930,MO001,D,4,4,D
62931,62931,MO001,D,8,8,D
62932,62933,MO001,D,4,4,D
62934,62934,MO001,D,8,8,D
62935,62935,MO001,D,4,4,D
62938,62938,MO001,D,8,8,D
62939,62940,MO001,D,4,4,D
62941,62941,MO001,D,8,8,D
62942,62942,MO001,D,4,4,D
62943,62943,MO001,D,8,8,D
62946,62946,MO001,D,4,4,D
62947,62947,MO001,D,8,8,D
62948,62951,MO001,D,4,4,D
62952,62956,MO001,D,8,8,D
62957,62959,MO001,D,4,4,D
62960,62964,MO001,D,8,8,D
62965,62969,MO001,D,4,4,D
62970,62970,MO001,D,8,8,D
62971,62971,MO001,D,4,4,D
62972,62973,MO001,D,8,8,D
62974,62975,MO001,D,4,4,D
62976,62976,MO001,D,8,8,D
62977,62977,MO001,D,4,4,D
62979,62982,MO001,D,8,8,D
62983,62983,MO001,D,4,4,D
62984,62988,MO001,D,8,8,D
62990,62990,MO001,D,4,4,D
62992,62993,MO001,D,8,8,D
62994,62994,MO001,D,4,4,D
62995,62996,MO001,D,8,8,D
62997,62999,MO001,D,4,4,D
63005,63012,MO001,D,3,3,D
63013,63014,MO001,D,4,4,D
63015,63019,MO001,D,3,3,D
63020,63020,MO001,D,4,4,D
63021,63023,MO001,D,3,3,D
63024,63024,MO001,D,8,8,D
63025,63028,MO001,D,3,3,D
63030,63030,MO001,D,4,4,D
63031,63031,MO001,D,3,3,D
63032,63032,MO001,D,8,8,D
63033,63034,MO001,D,3,3,D
63036,63037,MO001,D,4,4,D
63038,63040,MO001,D,3,3,D
63041,63041,MO001,D,4,4,D
63042,63055,MO001,D,3,3,D
63056,63056,MO001,D,4,4,D
63057,63057,MO001,D,3,3,D
63060,63061,MO001,D,4,4,D
63065,63066,MO001,D,3,3,D
63068,63068,MO001,D,4,4,D
63069,63070,MO001,D,3,3,D
63071,63071,MO001,D,4,4,D
63072,63074,MO001,D,3,3,D
63077,63087,MO001,D,4,4,D
63088,63089,MO001,D,3,3,D
63090,63091,MO001,D,4,4,D
63099,63150,MO001,D,3,3,D
63151,63151,MO001,D,8,8,D
63155,63155,MO001,D,3,3,D
63156,63158,MO001,D,8,8,D
63160,63160,MO001,D,3,3,D
63163,63163,MO001,D,8,8,D
63164,63167,MO001,D,3,3,D
63169,63169,MO001,D,8,8,D
63171,63171,MO001,D,3,3,D
63177,63179,MO001,D,8,8,D
63180,63182,MO001,D,3,3,D
63188,63188,MO001,D,8,8,D
63195,63301,MO001,D,3,3,D
63302,63302,MO001,D,8,8,D
63303,63304,MO001,D,3,3,D
63330,63330,MO001,D,4,4,D
63332,63332,MO001,D,3,3,D
63333,63336,MO001,D,4,4,D
63338,63338,MO001,D,3,3,D
63339,63339,MO001,D,4,4,D
63341,63343,MO001,D,3,3,D
63344,63345,MO001,D,4,4,D
63346,63348,MO001,D,3,3,D
63349,63361,MO001,D,4,4,D
63362,63362,MO001,D,3,3,D
63363,63363,MO001,D,4,4,D
63365,63369,MO001,D,3,3,D
63370,63370,MO001,D,4,4,D
63373,63376,MO001,D,3,3,D
63377,63378,MO001,D,4,4,D
63379,63380,MO001,D,3,3,D
63381,63382,MO001,D,4,4,D
63383,63383,MO001,D,3,3,D
63384,63384,MO001,D,4,4,D
63385,63386,MO001,D,3,3,D
63387,63388,MO001,D,4,4,D
63389,63390,MO001,D,3,3,D
63401,63401,MO001,D,4,4,D
63430,63432,MO001,D,8,8,D
63433,63433,MO001,D,4,4,D
63434,63434,MO001,D,8,8,D
63435,63436,MO001,D,4,4,D
63437,63437,MO001,D,8,8,D
63438,63441,MO001,D,4,4,D
63442,63442,MO001,D,8,8,D
63443,63443,MO001,D,4,4,D
63445,63447,MO001,D,8,8,D
63448,63450,MO001,D,4,4,D
63451,63451,MO001,D,8,8,D
63452,63452,MO001,D,4,4,D
63453,63453,MO001,D,8,8,D
63454,63457,MO001,D,4,4,D
63458,63458,MO001,D,8,8,D
63459,63459,MO001,D,4,4,D
63460,63460,MO001,D,8,8,D
63461,63463,MO001,D,4,4,D
63464,63466,MO001,D,8,8,D
63467,63471,MO001,D,4,4,D
63472,63567,MO001,D,8,8,D
63601,63701,MO001,D,4,4,D
63702,63702,MO001,D,8,8,D
63703,63732,MO001,D,4,4,D
63735,63735,MO001,D,8,8,D
63736,63737,MO001,D,4,4,D
63738,63738,MO001,D,8,8,D
63739,63748,MO001,D,4,4,D
63750,63750,MO001,D,8,8,D
